Corporate Name,Corporation Number,Business Number
COMMUNITY CENTRE FOR CHILDREN MISSION,1384736-5,742461304RC0001
Davids Dominion Christian Centre,1387554-7,739171601RC0001
Indigenous Cultural & Teachings Centre Ontario,1387819-8,739823706RC0001
International Centre for Reincarnation Research,1390027-4,736293804RC0001
Dufferin Muslims Centre,1395891-4,732483904RC0001
SEATON ISLAMIC CENTRE,1408810-7,723253902RC0001
Oromiyaa Islamic Centre,1409344-5,722980109RC0001
Stardom International Christian Centre (Freedom Court),1411913-4,719553406RC0001
Elevate Learning Centre,1412871-1,720060102RC0001
CENTRE OF HIS GLORY DELIVERANCE MINISTRY,1420968-1,714767506RC0001
People of Power Christian Centre International,1421478-1,713120608RC0001
Charis Family Christian Centre,1431105-1,706128006RC0001
Changchub Ling Dharma Centre,1434445-6,704043009RC0001
CENTRE EVANGELIQUE UNIVERSEL D'OTTAWA (CEUO),1434953-9,703031005RC0001
Community Rebuilding Centre,1442869-2,700681539RC0001
Ottawa South Muslim Community centre (OSMCC ),1445539-8,796436616RC0001
Centre For East Turkistan National Interest,1446365-0,795458413RC0001
International Centre of Spiritual Education,1448073-2,756354940RC0001
Olivia's Learning Centre,1452889-1,790524219RC0001
Maamawi-Noojimoiwewin Wellness Centre,1454680-6,751316944RC0001
Centre Source de Paix et d'Entraide mutuelle,1455775-1,782680813RC0001
Level U: Centre for Skills Development,1457623-3,748833142RC0001
The Hub Rest & Hygiene Centre,1459809-1,784864217RC0001
The Worldbridge Centre,1463338-5,781176219RC0001
Jewish Centre of Wellington West,1465458-7,780467015RC0001
STAR COMMUNITY CENTRE,1467217-8,741191142
The Evangelistic Worship Centre,1469575-5,739082543
SME Overseas Service Centre,1470978-1,776146615
One Light Diversity Centre,1472265-5,737177345
Hartmanns Community Centre,1473369-0,Not Available
French Centre North York  Inc.,1474150-1,770257210
Dorcas Centre,1476697-1,734017148
Eritreans of Ontario Cultural Centre ECCC,1477608-9,733198147
Tulip Islamic Centre,1478959-8,732247341
St. Joseph's Centre of Hope for Women,1478997-1,770210011
Lost & Found Community Outreach Centre,1480464-3,731005344
Leadership & Cultural Centre for Youth,1481549-1,729901140
International Students Community Resource Centre,1483366-0,726913742
Madina Munawara Community Centre,1485931-6,764702411
House of Prayer Deliverance Centre,1487039-5,763981610
Goderich Islamic Centre,1490106-1,761176213RC0001
Centre for Peace Islamic Foundation,1491028-1,722811148RC0001
Sought Out Christian Centre,1491724-3,760193813RC0001
HongKonger Community Centre Toronto,1494159-4,758449813RC0001
Ontario Centre for Talent Development,1494224-8,720613348RC0001
CENTRE HESHIMA POUR IMMIGRANTS,1496640-6,755429412RC0001
MCC CENTRE SCARBOROUGH,1499360-8,716848544RC0001
Kingdom Gospel Christian Centre,1500380-6,716259940RC0001
CENTRE DES SERVICES COMMUNAUTAIRES ET D'INTÉGRATION JOSEBIS,1500966-9,715870143RC0001
Iranian Community Centre of Ottawa,1501197-3,753691419RC0001
Scarborough Newcomer Community Centre,1501625-8,753218015RC0001
Centre Toussaint Louverture de Services et d'Orientation (CETSO),1507421-5,711124941RC0001
Swahili Cultural Centre,1507854-7,709798342RC0001
Petawawa Youth Haven Centre,1508771-6,709873749RC0001
Samadhi Meditation Centre,1509943-9,709017743RC0001
Gateway Worship Centre Gravenhurst,1515270-4,742986011RC0001
Centre de droits de l'homme pour le moyen-orient,1515368-9,701714149RC0001
iHelp Centre,1518684-6,735056616RC0001
Liberty Hall Deliverance Centre,1518906-3,875824831RC0001
MNOC Métis Cultural Centre – The Métis Place,1519246-3,702010547RC0001
Christian Research Centre,1530626-4,731542213RC0001
SparXtopia Innovation Centre,1538752-3,787444959RC0001
Impact Community Life Centre,1538857-1,787301951RC0001
Centre for Responsible Drug Policy,1539414-7,724259817RC0001
Shri Siddhi Narayana Centre,1543917-5,721649010RC0001
Obsidian Leadership Development Centre,1544198-6,721204410RC0001
Pembroke Islamic Centre,1544933-2,783113756RC0001
THE CHANCE CENTRE,1546350-5,719676017RC0001
Toronto Youth Support Centre,1551327-8,777318551RC0001
YESHUA DIVINE HEALING CENTRE,1551785-1,715267811RC0001
The Digital Sexual Violence Support Centre,1553055-5,714450418RC0001
Reimage Centre,1553542-5,709031819RC0001
MH Peer Learning Centre,1554964-7,775513351RC0001
Proteins Easy Research Centre,1565569-2,704740810RC0001
Queen of Peace Medjugorje Centre,1565594-3,704778216RC0001
TLC MIRACLES CENTRE FOUNDATION,1568231-2,765023353RC0001
Centre Littéraire Éveil,1569156-7,764270351RC0001
GIM Legal & Learning Centre,1570424-3,763045150RC0001
WONG TAI SIN INTERNATIONAL CENTRE FOR TAOIST CULTURE,1571863-5,700156417RC0001
Toronto Chess Centre,1573003-1,761471952RC0001
Progressive Life Centre,1576450-5,758926950RC0001
Pathshala Youthnet Centre,1579633-4,794139626RC0001
HERITAGE HOUSE COMMUNITY CENTRE,1583793-6,752928754RC0001
Keziah Childcare Centre,1584215-8,752634352RC0001
iTrust Community Centre,1584964-1,790012421RC0001
Sandesha Yoga Vedanta Centre,1585481-4,750988958RC0001
Uarhi Creations Centre,1586004-1,788698223RC0001
GHOUSIA MUSLIM COMMUNITY CENTRE,1588770-4,784888620RC0001
People's Worship Centre,1592281-0,889683264RC0001
The Young Shall Grow Daycare Centre Inc.,1593419-2,744850959RC0001
OTTAWA DANCE CENTRE SCHOOL,1596229-3,780109427RC0001
Firefly Psychology Centre,1599864-6,777463225RC0001
Centre Grey Health Services Foundation,1601942-1,890634025RC0001
DARUL HIKMAH ISLAMIC CENTRE,1604956-7,735963357RC0001
GLORY HOUSE INTERNATIONAL CENTRE,1613262-6,729360552RC0001
North York Meditation Centre,1619639-0,723987954RC0001
Eritrean Cultural Centre of Toronto,1620690-5,723215158RC0001
Global Elders Haven Centre,1621879-2,759927221RC0001
LEON DE JUDA CHRISTIAN CENTRE INC.,1624081-0,720614353RC0001
York Centre for Iranian Studies (YCIS),1628373-0,755259421RC0001
Pine Health Education Centre,1630360-9,712976950RC0001
River Of life revival centre,1632004-0,752424820RC0001
The House of Fiction Cultural Centre,1633229-3,751054024RC0001
Fuxi I-Ching Culture Centre,1634630-8,711971358RC0001
CENTRE ÉVANGÉLIQUE LA VERGE DE MOÏSE,1634760-6,747625424RC0001
Centre Nouvelle Page - Children Embassy,1635575-7,711949958RC0001
Centre for Indigenous Corporate Partnership,1635627-3,711958157RC0001
Centre Communautaire Terimbere,1638907-4,707869756RC0001
Kingdom Treasures Daycare Centre,1640065-5,746112424RC0001
York Region Family Centre,1640234-8,708138755RC0001
Multicultural Community Resource Centre,1641833-3,707061156RC0001
Sanatan Hindu Heritage Centre,1643263-8,705925956RC0001
National Skills Trade Training Centre,1643607-2,743021420RC0001
Minghui Vocal Studio Centre,1644440-7,705141158RC0001
Ottawa-Kabul Global Education Centre (OGEC),1645595-6,704668359RC0001
In Your Nature Resource Centre,1647242-7,740764824RC0001
The Impact Centre,1651386-7,737317222RC0001
Muslim Health & Wellness Centre,1655415-6,733881221RC0001
Lotus Support Centre,1656538-7,791437569RC0001
Centre de Recherche et innovations urbaines,1658674-1,731150223RC0001
PERSEVERANCE CENTRE,1658885-9,730962024RC0001
Health & Happiness Senior Community Centre,1660555-9,729405621RC0001
First Nation Emergency Operations Centre,1660980-5,729034025RC0001
Centre de grâce d'Ottawa,1662673-4,790737761RC0001
Genesiis Wellness Centre,1664467-8,789293362RC0001
Path of Hope Holistic Centre,1665186-1,726295827RC0001
Fondation du Centre Jules-Léger,1666501-2,722119229RC0001
Squirrel Ridge Observatory Centre,1670993-1,720899020RC0001
OTTAWA RAPE CRISIS CENTRE,1675440-6,119109221RC0001
DURHAM MUSLIM COMMUNITY CENTRE (DMCC),1679512-9,714076221RC0001
OAKTREE COUNSELLING CENTRE,830433-5,837562248RC0001
HARMONY CENTRE OWEN SOUND,830462-9,839962040RC0001
COMPASS Centre for Examination Development,830486-6,841846132RC0001
VISTA CENTRE FOUNDATION,1007550-7,714300290RC0001
Mississippi Mills Youth Centre,1008005-5,731210126RC0001
Parkdale Centre for Innovation,1012756-6,726574296RC0001
Islamic Centre Of Northern Ontario (ICONO),1014131-3,724920897RC0001
Cyrex Centre,1190254-7,747179877RC0001
Chabad Jewish Centre of Woodbridge,1192375-7,744563735RC0001
Hopedale Living Centre,1192384-6,745256271RC0001
Centre for Global Development Re/conciliation,1196121-7,740945076RC0001
Centre for Global Good,1199236-8,739230878RC0001
The Centre for Social Justice Initiatives,1200556-5,738218478RC0001
Centre for Prevention & Treatment for Puntland,1356491-6,761807601RC0001
Waterdown Muslim Community Centre (WMCC),1364355-7,756394409RC0001
Global Revival Gospel Ministries - Christian Teaching Centre,1366416-3,754636900RC0001
SPIRIT LIFE MIRACLE CENTRE,1520330-9,701097149RC0001
Glory Centre Ministries,1521900-1,737992818RC0001
Community Counselling Centre of London,1523451-4,705164283RC0001
MILTON ISLAMIC CENTRE,1530023-1,731786216RC0001
Nigeria Immigrant Welcome Centre (NIWC),1686919-0,769931767RC0001
Free Speech Centre,1688662-1,705774024RC0001
DARUL ILM RESETTLEMENT COMMUNITY CENTRE.,1690807-1,799177837RC0001
THE ITALIAN CULTURAL CENTRE OF EASTERN ONTARIO INC.,322624-7,892469347RC0001
MERLINI STUDY CENTRE,327266-4,895487197RC0001
FULL TRUTH CHURCH OF GOD DELIVERANCE CENTRE,330160-5,894508282RC0001
Reformation Life Worship Centre,1698933-1,781496831RC0001
Centre Inasaelles,1701518-6,794550236RC0001
North Star Rising Centre,1706101-3,791458839RC0001
MM Centre For Creative Living,1707437-9,754137164RC0001
Le Centre de Services Communautaire EDEN Community Services Centre (CSCE/ECSC) Inc.,1707663-1,788914034RC0001
HarmoniNova Healing Centre,1708163-4,789097235RC0001
WORLD CENTRE FOR MISSION MOBILIZATION,1712408-2,786656835
Centre d'intégration et de retention des immigrants francophones Inc.,1712784-7,749668166
THE CENTRE FOR DESIGNING CHANGE,1713261-1,747054567RC0001
Neuroscience Learning Centre (NLC),1714796-1,783282437RC0001
HAYAH LEADERSHIP CENTRE,1714838-1,748136967RC0001
Fatmiyah Community Centre,1715941-2,747588960RC0001
Team Kartik Community Empowerment & Reintegration Centre,1716291-0,747054963RC0001
United World Tamilology Centre,1716875-6,746926161RC0001
Petra Christian Centre,1719020-4,745211169RC0001
Monarch Minds Preschool & Childcare Centre,1720008-1,744262361RC0001
Universe Dance Sport Education Centre,1720918-5,741067169RC0001
Community OutWitch Centre,1721577-1,742648165RC0001
JPH Islamic Centre Inc.,1722022-7,777877234RC0001
Little Loves Childcare Centre,1723446-5,740965769RC0001
WUWZ Cultural Centre,1727219-7,774343438RC0001
Spring Willow Culture Centre,1727306-1,738424563RC0001
GURSIKH KIRTAN SABHA CENTRE,1728713-5,773283833RC0001
FU XING Seniors Wellness Centre,1731039-1,771115631RC0001
Mingkang Seniors Centre,1731556-2,734577562RC0001
Yasser Islamic Community Centre,1733791-4,733359368RC0001
SplitRoots Immigrant Centre,1737449-6,730561560RC0001
GURU SEWA SPIRITUAL CENTRE,1739397-1,764728036RC0001
Centre d’intégration Rhoxam Horizons,1739432-2,760881433RC0001
The Open Path Centre for Research & Innovation,1740233-3,727592560RC0001
Uganda Community Centre of Ontario,1740371-2,763938438RC0001
SCENTED SMILES CHILDCARE CENTRE,1740707-6,763787033RC0001
Centre For Cultural Integrity,1741489-7,761855436RC0001
UNIKALL Centre for Social Impact,1087095-1,745443515RC0001
DESTINY MATTERS CHILD DEVELOPMENT CENTRE INC.,1418733-4,716278304RC0001
INSTITUTE FOR CITIZEN-CENTRED SERVICE,431489-1,827328949RC0001
CentrePort Global Ministries,1480507-1,768860413
IMACAN MANAGEMENT CENTRES,033643-2,102455250RC0001
THE YOUTHDALE TREATMENT CENTRES FOUNDATION,371558-2,868867573RC0001
STEAM Education Centres Incorporated,975862-3,768013526RC0001
Centretown Parents' Daycare,033620-3,132799776RC0001
Centretown Mosque,1651190-2,737163428RC0001
Seerah Centric Institute,1743022-1,761848639RC0001
CENTRUM TABLE TENNIS CLUB,1540186-1,720973213RC0001
Centurions Motorcycle Club,1296369-8,762583540RC0001
Century Initiative,855217-7,843519638RC0001
New Century Films Distribution,1309685-8,794364307RC0001
FIRST CENTURY GOSPEL CHURCH,1435511-3,703021402RC0001
CEP TRUSTEE CORPORATION,436927-1,844078527RC0001
Ceramics for Reconciliation,1421062-0,714811304RC0001
Metis Women's Circle (cercle des femmes metisses),373396-3,870411329RC0001
Cercle Dynamique,1111366-6,712618511RC0001
Cercle d’Encadrement Socio-Culturel et sportif de la Jeunesse « Intare »,1191346-8,744352675RC0001
CERIC,398184-3,860937911RC0001
NATURAL MEDICINE CERTIFICATION COUNCIL (NMCC),437700-1,845435320RC0001
CRYPTOCURRENCY CERTIFICATION CONSORTIUM,884337-6,810306035RC0001
National Home Inspector Certification Council,753713-1,804352854RC0001
Certified Listeners Society,1174048-2,760887539RC0001
"CES, Ontario Chapter",1373674-1,749098604RC0001
TONY CESARONI FAMILY FOUNDATION,1433318-7,705787109RC0001
CETFA Foundation,1237532-0,705881134RC0001
CEYC The International Church,1669707-1,783897564RC0001
THE CFI CHARITABLE FOUNDATION,355566-6,871051132RC0001
CFL Emergency Support Fund,1147348-4,786399477RC0001
CFNK,1685339-1,709238828RC0001
CGC Community Green Consulting,1159824-4,772182531RC0001
The CGEDI,1662547-9,791064363RC0001
CGP Foundation,1577368-7,758238158RC0001
CGS Congregation,1733344-7,733464762RC0001
Toronto Cha Raja,1726724-0,734848963RC0001
CHAAR SAHIBZADE CHARITY,1472222-1,775019813
CHABAD'S CHILDREN OF CHERNOBYL,335448-2,888672771RC0001
Chabad Student Network of Ottawa,448363-4,849590690RC0001
MAMASH CORPORATION OF CHABAD LUBAVITCH,450247-7,817332695RC0001
Chabad-Lubavitch of Ottawa,451840-3,855088654RC0001
SHMUEL ZAHAVY CHEDER CHABAD SCHOOL,274481-3,893401364RC0001
GAN CHABAD,884526-3,818598971RC0001
GAN CHABAD PRESCHOOL,887474-3,804463438RC0001
Chabad of Guelph,892049-4,808271373RC0001
Chabad Lubavitch of the Waterloo Region,754726-9,808734651RC0001
CHABAD OF KINGSTON,1066693-9,761532688RC0001
the ChaBaD house,1306794-7,796088003RC0001
Chabad Innisfil,1371914-6,752059709RC0001
Chabad of Etobicoke,1437935-7,701384208RC0001
Chabad Collingwood,1668414-9,723064424RC0001
Chabad of the Meadowlands,1682173-1,774498364RC0001
Chabad Lubavitch of Whistler,1698437-1,797752433RC0001
Chabad Kingston Community,1703713-9,793168436RC0001
Organisation Kore Chadonyè (Koch),1422944-4,712229400RC0001
Kehillat Mayim Chaim,1304119-1,797779709RC0001
Chair of Ukrainian Studies Foundation,206083-3,879813475RC0001
Chaisbek Charity Fund,1201603-6,737459271RC0001
ChaiWaWa Singing Group,1621531-9,760298224RC0001
Chaldean Federation International,1454219-3,751582941RC0001
CHALET DE LA FAMILLE FORTIER,882565-3,820398378RC0001
CHALKS EMERGING TECHNOLOGY EDUCATIONAL SERVICES,1117854-7,717966881RC0001
HOLD'EM FOR LIFE CHALLENGE,441576-1,856231782RC0001
WINDSOR CORPORATE CHALLENGE FOUNDATION,960565-7,775678121RC0001
Northern Game Design Challenge,977094-1,767078124RC0001
The Global Youth Challenge,1230258-6,714927738RC0001
Challenge Humanity Project,1293345-4,764459467RC0001
Youth Impact Challenge,1394273-2,733699508RC0001
CovART Challenge,1515891-5,704554740RC0001
Tamil Eelam Challenge Cup (TECC),1536434-5,789158151RC0001
The Challenger Foundation,1241342-6,706742533RC0001
MARKHAM CHALLENGERS,1512513-8,744854217RC0001
Global Tech ChallengHer,1653147-4,736067224RC0001
THE CHALMERS FAMILY FOUNDATION,1066717-0,758754519RC0001
CHAMBER OF MARINE COMMERCE,044583-5,106905680RC0001
THE EXULTATE CHAMBER SINGERS,361542-1,128264173RC0001
CHAMBER FACTORY: WORKS FOR SMALL ENSEMBLES,435478-8,858016728RC0001
THIRTEEN STRINGS CHAMBER ORCHESTRA INC.,212104-2,119263309RC0001
MULTICULTURE CHAMBER OF COMMERCE INC.,839083-5,819466848RC0001
Corktown Chamber Orchestra,952407-0,795377894RC0001
International Digital Chamber of Commerce,1129402-4,705824118RC0001
Ontario Muslim Chamber of Commerce,1159772-8,773322938RC0001
Scugog Chamber of Commerce,1404273-5,726381304RC0001
CHAMP'S INT'L HIGH JUMP,1421108-1,796078210RC0001
"Foundation Champagne, Org.",1275678-1,777364340RC0001
Champion Within,1629919-9,716463559RC0001
FONDATION Champion Environnement,1696590-3,762309763RC0001
Repeat Champions Foundation Inc.,1027847-5,709724892RC0001
RISE OF COMMUNITY CHAMPIONS,1259238-0,791647860RC0001
Champions Kerala Sports Club,1433176-1,705818300RC0001
Durham Champions Cricket Club,1450997-8,753968346RC0001
The League of Champions Foundation,1577238-9,758322754RC0001
Grand River Champions Club,1617033-1,725967558RC0001
Ministere Internationale Pour Les Champions,1008970-2,729982728RC0001
League of Champions,1196331-7,710255738RC0001
Toronto Open Swing & Hustle Championships Corporation,1049349-0,785311887RC0001
CHAMPLAIN FLYING CLUB,035648-4,741790802RC0001
Productions des champs,842644-9,815047733RC0001
True Champs Collective,1268967-7,Not Available
CHAMPSEE FAMILY FOUNDATION,1055182-1,776700916RC0001
The Seltzer-Chan Pond Inlet Foundation,364098-1,873213276RC0001
Chan Hun International Taekwon-Do Federation,883898-4,810874636RC0001
Kautilya Chanakya Institute,1666389-3,724123229RC0001
Second Chance Pet Network,453498-1,851167858RC0001
FIGHTING CHANCE FOUNDATION,1119803-3,716388285
EQUAL CHANCE,1152299-0,781038070RC0001
Chance to Give Organization,1260163-0,790825863RC0001
Mally's Third Chance Wildlife Rescue,1450722-3,754168342RC0001
Second Chance Support Foundation,1641869-4,744444423RC0001
LAST CHANCE SOCIAL SERVICES,1659713-1,730242021RC0001
Chance to Train,1356258-1,762669109RC0001
The Second Chance Foundation,1700990-9,794927830RC0001
CHANCY FOR IMMIGRATION,1357642-6,761714708RC0001
Raymond Chang Foundation,410259-2,862745684RC0001
"International Chang-Hon Taekwon-Do Federation, World Headquarters",446107-0,818568354RC0001
THE CHANG FAMILY FOUNDATION,752029-8,810062463RC0001
International Chang-Hon Taekwon-Do Federation (ICTF) of Ontario,1041944-3,792974883RC0001
"People, Words & Change",151095-9,131583783RC0001
VOICE FOR CHANGE INTNL,377084-2,862572922RC0001
Small Change Fund,451841-1,803355692RC0001
Change Her World,454914-7,816009252RC0001
FEED LOVE CHANGE INTERNATIONAL,836656-0,833416332RC0001
Pledges for Change,917046-4,818238990RC0001
Science For Change,937449-3,814180329RC0001
Literal Change,994652-7,746476720RC0001
Fora: Network for Change,806790-2,831021506RC0001
SOCKS FOR CHANGE,1126314-5,710201088RC0001
LCS Life Change Solutions,1134057-3,793233735RC0001
Leading Change for Young Professionals,1153698-2,777074873RC0001
Impakt Foundation for Social Change,1165483-7,768516536RC0001
Furnished For Change,1165956-1,767818537RC0001
Institute for Change Leaders,1172028-7,763310679RC0001
ENACTING CHANGE: WINDSOR,1179536-8,755682135RC0001
