Corporate Name,Corporation Number,Business Number
FULL GOSPEL FELLOWSHIP OF BELIEVERS INTERNATIONAL,926934-7,800805988RC0001
Believers Eastern Church,990941-9,750941924RC0001
HOPE OF BELIEVERS MINISTRY,991829-9,750748295RC0001
Believers Eastern Church Diocese of Canada,1116310-8,719590887RC0001
Toronto Evangelical Believers’ Iddir,1170066-9,764836474RC0001
BELIEVERS CORRIDOR,1259860-4,791723265RC0001
Believers True Gospel Church,1416380-0,716725809RC0001
Crucial Cause Believers Organization,1417835-1,716962303RC0001
BIBLE BELIEVERS CHAPEL INTERNATIONAL,1435258-1,704377506RC0001
PENTECOSTAL BELIEVERS PRAYER MINISTRY,1577741-1,795561224RC0001
BELIEVERS MISSIONARY CENTER,1666047-9,788313963RC0001
The Belinda Stronach Foundation,446658-6,810138016RC0001
Belizia Sport,1532496-3,791883952RC0001
Max Bell Foundation,026280-3,119034924RC0001
Bell Fund,340573-7,865813349RC0001
BELL PENSIONERS' GROUP INC.,320268-2,892425943RC0001
Eugene Bell Canada Foundation,928652-7,819308164RC0001
Toronto Bell Cote Heritage Preservation,1064680-6,768814287RC0001
Bell Travel Club,1557919-8,710846817RC0001
Office of Joshua Bell,1698977-2,797344231RC0001
The Bella Foundation for Chinese Medicine,1030884-6,706014693RC0001
Bella Music Foundation Canada,1725230-7,740044169RC0001
Trinity Mosaic BELLA Foundation,1741820-5,726987969RC0001
CALVARY MINISTRIES BELLAMPALLI INTERNATIONAL,1545965-6,720015015RC0001
Invictus Bellator Media Corporation (IBMedia Corp.),1274494-5,780403747RC0001
Reginald Bellerose Foundation Inc.,1404795-8,725106801RC0001
Belleterre Community Partners Incorporated,1247920-6,701781130RC0001
BFM (Belleville) Enterprises Society,855023-9,833005036RC0001
ISLAMIC SOCIETY OF BELLEVILLE (ISB),756545-3,801073453RC0001
Harbour Church of Belleville,1312771-1,791709405RC0001
BELLEVILLE CRICKET CLUB INC.,1670905-2,721338028RC0001
Belleville Malayalee Sports Club,1708863-9,752888164RC0001
Friends of Bellevue Parkette,1529236-1,794729558RC0001
Drori Bellini Foundation,1572143-1,799857222RC0001
PRUNE BELLY FOUNDATION,930261-1,801026196RC0001
The Belomarkovic Charitable Foundation Inc,1183488-6,749202073RC0001
The Belong Foundation,1478795-1,732429741
We Belong to the Sea,1555655-4,712491810RC0001
Bridges To Belonging,971881-8,771908290RC0001
BELONGING FORUM,986073-8,746004092RC0001
BELONGING EARLY LEARNING CENTRE,1494228-1,755950219RC0001
Christian Church My Beloved Jesus Christ,872846-1,832776371RC0001
ST MARY ST JOHN THE BELOVED MONASTERY,1002441-4,738116698RC0001
BELOVED MINISTRIES,1254813-5,794860742RC0001
BeLoved Care Reformed Community,1498473-1,717553945RC0001
Beloved Media Ministry,1537678-5,788245355RC0001
Beloved foundation,1598045-3,740898754RC0001
Down Below,1265821-6,787044544RC0001
CANADIAN FRIENDS OF MOSDOS CHASIDEI BELZ,299418-6,894402148RC0001
BEM FOUNDATION CANADA,1729980-0,735931164RC0001
CHAYA MUSHKA SEMINARY - BEN WEIDER EDUCATIONAL CENTRE - CHABAD SEMINARY,251178-9,106741978RC0001
The Ben Wilder Foundation,1101373-4,733500680RC0001
Ben Sabic Foundation,1221193-9,722677937RC0001
Ben Sandison Memorial Scholarship,1224961-8,719235079RC0001
BEN'SS (service de sante),1011941-5,725775522RC0001
Bench Rest Shooters Canada,033558-4,741987200RC0001
One Bench One Tree,1424872-4,710834805RC0001
Municipal Benchmarking Network of Canada (MBNCanada),1206872-9,733913073RC0001
Centre for Canadian Language Benchmarks,347216-7,867311995RC0001
Bendale Neighborhood Children Foundation,1168423-0,765616735
Beneath the Waves Foundation,1248878-7,790025142RC0001
Francis Benedict Pecoskie Memorial Foundation,1121864-6,711388884RC0001
Benediction Community Church,1053350-5,780848883RC0001
Église Parole de Bénédiction,1559763-3,709294813RC0001
BENEFACTION FOUNDATION,447650-6,804213759RC0001
Beneficent Spiritist Center União do Vegetal in Canada,938855-9,798710729RC0001
Project Beneficent,966679-6,779362896RC0001
Beneficent Relief,1327083-1,782288104RC0001
THE CLERGY BENEFIT FUND OF THE DIOCESE OF SAULT STE. MARIE,417795-9,882228406RC0001
The Multi-Employer Benefit Plan Council of Canada,284293-9,875653867RC0001
Medical Physics for World Benefit Canada,931266-8,819658568RC0001
Mane Benefit,1160083-4,772883930RC0001
Northern Employee Benefits Services,359387-8,899680011RC0001
RHD Benefits Club Inc.,907414-7,819157983RC0001
Healthcare Collaborative Benefits Inc.,1403910-6,725812804RC0001
Benessere North,1526611-4,796707156RC0001
BENEVELO FUND,448514-9,826550899RC0001
Centre de Bénévolat Mieux Être Ville de Lac Brome,245676-1,136344355RC0001
The Bluewater Benevolence Foundation,430576-1,838042679RC0001
The Renaissance Benevolence Foundation,430577-9,837778349RC0001
The Irish Protestant Benevolent Society of Montreal,016234-5,816984363RC0001
THE ROYAL CANADIAN NAVAL BENEVOLENT FUND,058723-1,107935181RC0001
LIAT BENEVOLENT SERVICES OF CANADA INC.,207573-3,889078267RC0001
VBF-CAD Veterans Benevolent Fund,937063-3,814698726RC0001
National Police Federation Benevolent Foundation,960481-2,780448692RC0001
Rende Benevolent Foundation,993886-9,748142494RC0001
Schlegel Villages Benevolent Fund,1001153-3,738610120RC0001
UNISON BENEVOLENT FUND,753733-6,807414057RC0001
Benevolent Bully Rescue,1260327-6,791474265RC0001
Benevolent Organization,1661949-5,727570624RC0001
Benfica Soccer School,991532-0,750573495RC0001
Bengal Gladiators CC Inc.,1574778-3,760235952RC0001
BENGAL UNITED CRICKET CLUB,1598085-2,778897421RC0001
Bengal Untold Creations,1735721-4,731578761RC0001
The Bengali Community Service Centre of Canada,402857-1,851896134RC0001
Canadian Museum of Bengali Civilization,1178724-1,756390134RC0001
GLOBAL BENGALI HINDU COALITION,1214262-7,728109331RC0001
Toronto Bengali Cultural Society,1588370-9,749442554RC0001
BENGALI MOMS INTERNATIONAL,1710968-7,751447566RC0001
Royal Bengals Club,1166289-9,754581072RC0001
Zanmi Beni Foundation Canada,1081641-8,750894115RC0001
Benin League,1119310-4,715796918RC0001
GREAT BENIN KINGDOM MEDIA (GBKM),1214774-2,727920274RC0001
Bio-Bénin Canada,1445038-8,796599611RC0001
Chambre de Commerce Bénin-Canada,1578284-8,795131028RC0001
Les Bénis de l'Éternel,1465334-3,735855348
The Benjamin Walker Foundation,213504-3,888794641RC0001
Marlon Benjamin Ministries,1317873-1,788251106RC0001
Benjamin-Maxwell Scholarship,1385361-6,741016000RC0001
The Benji Impact,1645272-8,704885151RC0001
The Louise Bennett Coverley Heritage Foundation,1163594-8,770535078RC0001
Bennett’s Social health Foundation,1379636-1,744202607RC0001
The Bennu Foundation,1545734-3,720129816RC0001
BENNY HINN MINISTRIES CANADA,292192-8,898857263RC0001
FONDATION FAMILLE BENOIT,119658-8,118920651RC0001
Fondation Lise Benoit,1044047-7,789497716RC0001
DOUGLAS JAMES BENSADOUN FOUNDATION,973914-9,770863520RC0001
THE BENSADOUN FAMILY FOUNDATION,321949-6,892749342RC0001
KING & BENTON COMMUNITY FOUNDATION,447855-0,802109017RC0001
The Bentway Conservancy,990506-5,752175299RC0001
La Fondation Benview,1398633-1,729944801RC0001
BENWELL ENRICHMENT CENTER,1307234-7,795945708RC0001
Descendants des Beothuk,1681818-8,774810568RC0001
BEP Bureau des écrivains publics,1063222-8,767191885RC0001
Fondation Beraca Mtl,1434249-6,704012400RC0001
Berakah-Yadah Support Network International,1307526-5,795765403RC0001
Berakhah Valley International Church,1717259-1,746332964RC0001
FONDATION LA BERCEUSE,1087873-1,745744888RC0001
Fondation Myriam Berdugo Cohen,358320-1,872466958RC0001
Berean Church of God International - Canada,402186-0,858877111RC0001
Berean Church of God International - Brampton,408742-9,861303451RC0001
Berean Church of God International - Edmonton,410633-4,858927486RC0001
BEREAN CHURCH OF GOD INTERNATIONAL - CALGARY,415509-2,891446502RC0001
Berean Church of God International Global Missions,450820-3,819746892RC0001
Healing in Nature: Bereavement Network,1050177-8,784439689RC0001
Pamoja Bereavement Fund,1378564-5,746557602RC0001
BEREKET PROSPERITY CLUB FOUNDATION,1687826-1,769467564RC0001
BERESFORD CHARITABLE FOUNDATION,1188552-9,747971133RC0001
Berezovsky Foundation,1671677-6,783355167RC0001
"L'Église Pentecôtiste International du Canada du Réveil, la Lumière et le Bon Berger",781551-4,814841904RC0001
Église Pentecôtiste Hispanique Le Bon Berger,1350788-2,764232203RC0001
Centre Évangélique la Réserve du Bon Berger,1686625-5,707960225RC0001
La Fondation d'Espoir Le Bon Berger,1704168-3,756339966RC0001
Comité Bois S. Bergeron,1461509-3,743636946RC0001
Protection des Berges du St-Laurent Lanaudière-Mauricie,1490008-1,761505817RC0001
Beringer Capital Foundation,1741103-1,727763765RC0001
The van Berkom Foundation,1559903-2,771385358RC0001
The Berkshire School,1331245-3,779323203RC0001
Berna United Impact Foundation- BUIF,1716492-1,779198837RC0001
Bernadette N. Swan Social Care Foundation,345336-7,868230194RC0001
BERNADETTE CHILD CARE CENTRE INCORPORATED,235393-8,889324190RC0001
Bernard & Norton Wolf Family Foundation,1150951-9,888667649RC0001
Friends of Lake Bernard,1358062-8,760618207RC0001
Société histotique et culturelle St-Bernardin Inc.,759733-9,857322515RC0001
Bernie's Buddies,1214043-8,804580173RC0001
FONDATION JOHANNE BERNIER UN TOIT POUR CHATS,1527912-7,733387815RC0001
Matt Berry Community Hub Society,1361526-0,759319908RC0001
BERS,1531344-9,730873411RC0001
"Fonds de développement économique La Prade Berthier, Maskinongé, Lanaudière inc.",224958-8,Not Available
THE BERTRAM LOEB ORGAN DONATION INSTITUTE,380440-2,864798160RC0001
BERTRAND GERSTEIN FAMILY FOUNDATION,307416-1,892325580RC0001
FONDATION FAMILLE BERTRAND,897360-1,824675789RC0001
Red Beryl Foundation,1558020-0,710750019RC0001
CENTRE BESADESE,1628484-1,716677554RC0001
EgnaLegna Besidet Inc.,1166992-3,766882732RC0001
BeSocial Foundation,1040401-2,793698515RC0001
Mouvement pour l'Inclusion des Besoins Spéciaux en Soins de santé,1541699-0,723122016RC0001
The Bespoke Foundation,944992-2,802569962RC0001
THE BESSADA FAMILY FOUNDATION,830705-9,840765937RC0001
BESSIN FAMILY FOUNDATION,032462-1,100489897RC0001
DANCE IS BEST FOUNDATION,087851-1,891022782RC0001
Best Buddies of Canada,316525-6,895300861RC0001
Best Medicines Coalition,813025-6,847424132RC0001
Best Karma Charity,1175289-8,759951130RC0001
BEST LEGACY  FONDATION,1236369-1,710150871RC0001
Best Foot Forward Professional Services,1321913-5,785401100RC0001
Great Lakes Best Friends Fund,1404557-2,725126601RC0001
Save Your Best Friend Foundation,1502879-5,714582145RC0001
best life organization,1504847-8,710896549RC0001
BEST IN TOWN SOUND,1587387-8,787943224RC0001
Best Familly Fellowship,1634769-0,748591229RC0001
Seniors Best Life Legacy,1680516-7,775147366RC0001
In Their Best Interest Canada,1529525-4,794381756RC0001
BEST Film Studios (Black Emerging Screen Talent),1713539-4,784670630RC0001
BESTCURE FOUNDATION,452166-8,858632458RC0001
BestWorld,1653350-7,798384962RC0001
Bet Nahrain Heritage Centre,958550-8,788483329RC0001
Ye-Enat Bet Restoration Center,1694277-6,764008165RC0001
Carleton Beta Housing Corporation,429797-1,837907740RC0001
BETA THETA PI FOUNDATION OF CANADA,221152-1,889849998RC0001
BetehSalone Development Group Canada,1643236-1,743359226RC0001
BETH CHABAD ISRAELI COMMUNITY CENTRE,366823-1,888100922RC0001
COMMUNITY BETH EDEN CHURCH,912992-8,820234961RC0001
Canadian Friends of Beth Joseph Zvi,960779-0,751991720RC0001
KEHILLAT BETH ISRAEL CONGREGATION,960805-2,131168874RC0002
BETH'S EXTRA SPECIAL TEAM,1303966-8,798234704RC0001
BETH'EL HOPE RESTORATION CENTER,1460236-6,784430217RC0001
EGLISE BETHANIE DE LONGUEUIL,068530-5,107286593RC0001
Fraternité Béthanie,1264344-8,788481943RC0001
Bethany Community Church of St. Catharines,367521-1,887219525RC0001
BETHANY GOSPEL CHAPEL OF HAMILTON,446909-7,849675293RC0001
Bethel Fellowship Trust Canada Inc.,350628-2,872326863RC0001
BETHEL PENTECOSTAL CHURCH PROPERTY CORPORATION,838982-9,820924934RC0001
BETHEL PENTECOSTAL CHURCH OF OTTAWA,838983-7,820916534RC0001
CENTRE MISSIONNAIRE EL-BÉTHEL,947770-5,801011529RC0001
BETHEL PENTECOSTAL CHURCH (STRATFORD),973277-2,801881111RC0001
The Rock of Bethel Christian Community,1068741-3,763980885RC0001
"BETHEL CHURCH, KINGSTON",1086302-5,106788409RC0001
Full Gospel Bethel Kerala Church,1094527-7,740203088RC0001
SHAWVILLE BETHEL PENTECOSTAL  CHURCH,1125614-9,118805985RC0001
Bethel Community Fellowship International,1156476-5,776374134RC0001
BETHEL CALVARY TEMPLE HOUSE OF PRAYER MINISTRIES,1239533-9,707871471RC0001
Bethel Outreach Community Services,1272722-6,777280942RC0001
ÉGLISE ÉVANGÉLIQUE PHARE DE BETHEL,1283058-2,772166344RC0001
BETHEL HOUSE PEACE CENTRE,1435563-6,704349703RC0001
Mount Bethel Foodbank,1458507-1,786063016RC0001
Béthel-Éducation,1623406-2,758726624RC0001
Église Cité Béthel Canada Inc.,1686960-2,706960226RC0001
Bethel Community Foundation  Canada,1716198-1,743899965RC0001
BETHELL HOSPICE FOUNDATION,431515-4,826367948RC0001
Bethesda Residential Holdings Inc.,376623-3,863975520RC0001
CENTRE COMMUNAUTAIRE DE L'ESPOIR BETHESDA,838857-1,821389046RC0001
ÉGLISE PENTECÔTISTE BETHESDA DU CANADA,1299368-6,759175268RC0001
Communauté  Bethesda-plénitude,1458037-1,785536210RC0001
Bethleem Tabernacle,1116241-1,718594088RC0001
Bethlehem Christian Reformed Church,366332-9,890067929RC0001
BETHLEHEM FOUNDATION CANADA,1271394-2,782534069RC0001
Bethlehem  Christian Centre,1340082-4,757926506RC0001
ONG Bethsael Canada,1349878-6,766239008RC0001
BETHUNE MEDICAL FOUNDATION,912953-7,802507590RC0001
People Inspired by Norman Bethune,913083-7,804267391RC0001
NORMAN BETHUNE CANCER MEDICAL TREATMENT FOUNDATION,927990-3,819193723RC0001
The Norman Bethune Foundation of Canada Incorporated,1140413-0,793788332RC0001
Norman Bethune International Institute of Canada for Healthcare Innovation,1732697-1,770038834RC0001
NKUL-BETI NB,1693570-2,701547424RC0001
Heavens to Betsy Charity,1379647-7,745507806RC0001
CHAN BETTER WORLD FOUNDATION,366609-3,888229127RC0001
BETTER LIVING CHARITABLE FOUNDATION,416893-3,896696804RC0001
LOOK GOOD FEEL BETTER,283807-9,133740316RC0001
Verity Centre for Better Living Inc.,310532-6,898362173RC0001
BETTER TOMORROW HEALTH FOUNDATION,848722-7,822605135RC0001
BETTER WORLD CANADA FOUNDATION,884533-6,810026633RC0001
Better Living for Korean Canadian Seniors Inc.,892599-2,807089578RC0001
LABATT BETTER TOGETHER,955194-8,788538924RC0001
CANADIAN FOUNDATION FOR BETTER GOVERNMENT,999607-9,741482897RC0001
NO BETTER YOU,1022721-8,714831328RC0001
Better Futures For Kids Foundation,1044054-0,789926516RC0001
The Better Hope Charity,1078324-2,754574887RC0001
Better Left Unsaid,1086002-6,747495281RC0001
Canadian Centre for Better Living,1115987-9,718835119RC0001
Doing Better Together,1170062-6,764662276RC0001
For Better Us,1188044-6,748976073RC0001
Making Better Lives,1206685-8,733900674RC0001
Better Environments Inc,1208879-7,731485330RC0001
Pitch Better Inc.,1255791-6,794824342RC0001
Better Spaces Society,1273378-1,777326067RC0001
Better Today,1283547-9,771693546RC0001
Better Together Toronto,1335672-8,776303604RC0001
BETTER THAN HOME,1351426-9,761620707RC0001
Better Together Liberia,1377083-4,748517901RC0001
The Better Neighbourhoods Foundation,1404927-6,726217300RC0001
Better Health Foundation,1411801-4,720887702RC0001
Better Earth Bio,1420516-2,715269908RC0001
Better Life for Seniors,1422509-1,712393206RC0001
Change for the Better Non-Profit,1468881-3,777630617
Better Future Education Foundation,1477371-3,733433148
The Inclusivity Institute for Better Data,1496812-3,717731343RC0001
Doing Us Better,1503377-2,714108347RC0001
CHANGE FOR BETTER,1530463-6,793683350RC0001
Better Life Fencing Center,1565907-8,704322411RC0001
BETTER BUSINESS BUREAU OF CENTRAL CANADA INC.,1601518-2,106790660RC0002
Better Minds Youth Mental Health Ltd.,1614770-4,727788754RC0001
Better Steps foundation,1616430-7,764167425RC0001
Imagine Better Foundation,1625715-1,719599151RC0001
Canadians For Better Health Foundation,1648981-8,739322428RC0001
Better Not Bitter Society,1649376-9,799817960RC0001
Better Choice Group Homes Foundation,1659338-1,730416625RC0001
The Better Life Church,1190022-6,746902535RC0001
Better Nights Better Days Center,1715673-1,784134637RC0001
CARE FOUNDATION FOR BETTER SIERRA LEONE,1742983-5,726323561RC0001
BetterBeing Horizons,1659476-0,730587227RC0001
BetterCare International,1439590-5,701438707RC0001
The Betterhood,1739359-8,728930769RC0001
Bettross Hut Inc,1529495-9,794390559RC0001
THE LEONARD & BETTY JEFFERY FOUNDATION,373625-3,868945122RC0001
TONY & BETTY INFILISE FAMILY FOUNDATION,445495-2,828672154RC0001
Betty Jean Sutherland Memorial Bursary Program,1468469-9,740274741
Hazelden Betty Ford Society of Canada,333905-0,888647971RC0001
WILD BETTYS CYCLING CLUB,881123-7,822936175RC0001
The Land Between,786360-8,805849916RC0001
Between Two Worlds - BTW,1271699-2,782372346RC0001
Holding Hands Between Generations (HHBG),1554572-2,713390615RC0001
BEULAH GATHERING OF EAGLES,1331959-8,778754200RC0001
Beulah Blossom Ministries,1416004-5,716965603RC0001
THE IRWIN BEUTEL FOUNDATION,446796-5,819163213RC0001
Beutel Goodman Charitable Foundation,1045525-3,787342286RC0001
Plateforme BEV Canada,1401876-1,727318305RC0001
Countess Bev Foundation Inc.,1623994-3,756136420RC0001
Food & Beverage Canada,757324-3,856538913RC0001
The Maurizio Bevilacqua Foundation,1584537-8,752242156RC0001
BEVY OF HOPE BREAST CANCER FOUNDATION,382405-5,896763414RC0001
The Indigo Bey Foundation,1280766-1,775502941RC0001
BROOKWOODELITE YOUTH FOUNDATION (BEYF),916071-0,815460381RC0001
Bridges Beyond International Ministries,029260-5,118950377RC0001
SOCIAL WORKERS BEYOND BORDERS,443720-9,848742359RC0001
HERITAGE BEYOND BORDERS,445818-4,826127219RC0001
MOVING BEYOND PREJUDICE,455373-0,817698665RC0001
Beyond The Walls Ministry,855433-1,838475770RC0001
Beyond The Waters Edge Ministries Inc.,882728-1,809143175RC0001
COMPUTERS BEYOND BORDERS,899744-6,836157982RC0001
Beyond Classrooms Kingston,926477-9,823954797RC0001
TORONTO BEYOND THE BLUE,1035792-8,700398498RC0001
Beyond The Game Canada,1057799-5,774244115RC0001
Beyond The Wall Covenant Ministries Inc.,1070860-7,762336089RC0001
Beyond the Cycle of Trauma Institute,1098474-4,736397688RC0001
Canada Beyond The Blue,1127669-7,791285331RC0001
HELP BEYOND BORDERS INC.,1157077-3,776549677RC0001
LEARNING BEYOND LIMITS,1157886-3,774981732RC0001
Beyond Moms,1167790-0,766799274
CIOs Beyond Borders Group,1169957-1,764456331RC0001
Play Beyond Expectations,1170207-6,764662474RC0001
Talent Beyond Boundaries,1182953-0,753088731RC0001
Moving Beyond Speech,1209000-7,732167135RC0001
Beyond The Veil Mission,1234377-1,711727479RC0001
Beyond Ruby,1258035-7,792736464RC0001
Kindness Beyond Borders,1374201-6,750877508RC0001
Going Beyond Missions,1381617-6,744033200RC0001
EDU Beyond,1416871-2,716481205RC0001
Beyond the Streets,1419958-8,715704508RC0001
JOY BEYOND VISION COMMUNITY,1443915-5,Not Available
Beyond The Fabric,1516107-0,741943211RC0001
BEYOND BOUND CONNECTIONS,1563776-7,768288557RC0001
